"id","custom_id","title","content","url","mp_seller","mp_price","mp_product_image"
16749997,"2595157240905916409",Kawasaki oil filter 52010-1053 fits multiple units.,"Kawasaki oil filter 52010-1053 fits multiple units. | eBay Motors, Parts & Accessories, Motorcycle & Scooter Parts & Accessories | eBay!",https://www.ebay.com.my/itm/185881393632,Racer Supply,"42.3 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fdde7527e9.39681350.png
16750002,"1781141515248684960",NEW 2000-2013 OEM KAWASAKI OIL FILTER MULE 2510 3010 4010 DIESEL 16097-1069,"NEW 2000-2013 OEM KAWASAKI OIL FILTER MULE 2510 3010 4010 DIESEL 16097-1069 | eBay Motors, Parts & Accessories, ATV, Side-by-Side & UTV Parts & Accessories | eBay!",https://www.ebay.com.my/itm/225608625416,kawasaki-parts-express,"59.96 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fde09ad418.75779988.png
16750005,"7884547762642960534",Kawasaki oil filter Lockheed LMF209 for: KAWASAKI 1000 16099-002,"Kawasaki oil filter Lockheed LMF209 for: KAWASAKI 1000 16099-002 | Vehicle Parts & Accessories, Motorcycle & Scooter Parts & Accessories, Engines & Engine Parts | eBay!",https://www.ebay.com.my/itm/175415967954,wulfsportclearanceoutlet,"31.42 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fde28a6974.27530542.png
16750009,"2871847512329924129",Kawasaki Oil Filter 16097-0008,"Kawasaki Oil Filter 16097-0008 | Vehicle Parts & Accessories, Motorcycle Maintenance, Stands & Towing, Other Motorcycle Maintenance, Stands & Towing | eBay!",https://www.ebay.com.my/itm/235932434112,autmecha,"57.13 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fde44be007.79859183.png
16750029,"8521962021249123085","16097-0010 GENUINE KAWASAKI OIL FILTER","16097-0010 GENUINE KAWASAKI OIL FILTER | eBay Motors, Parts & Accessories, Other | eBay!",https://www.ebay.com.my/itm/255993003852,Speed Gravy,"63.47 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fde77b5b94.56867158.png
16750031,"6603644284470396813",Kawasaki Oil Filter Part No. 16099-003 for KAWASAKI ZZR1100 ZG1200 GPZ550 GT550,"Kawasaki Oil Filter Part No. 16099-003 for KAWASAKI ZZR1100 ZG1200 GPZ550 GT550 | Vehicle Parts & Accessories, Car Parts & Accessories, Engines & Engine Parts | eBay!",https://www.ebay.com.my/itm/285999537455,Friendly Sales UK,"57.13 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fdea19a4f4.57537214.png
16750033,"2995884512575098173",Kawasaki Oil Filter,"Kawasaki Oil Filter | Vehicle Parts & Accessories, Motorcycle & Scooter Parts & Accessories, Air Intake & Fuel Delivery | eBay!",https://www.ebay.com.my/itm/388477018075,MOTODAK,"28.97 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fdebc1ebb7.58205924.png
16750040,"4067189885593648863",NOS Kawasaki Oil Filter ZX750 VN800 VN1500 ZX900 16097-1063,"NOS Kawasaki Oil Filter ZX750 VN800 VN1500 ZX900 16097-1063 | eBay Motors, Parts & Accessories, Motorcycle & Scooter Parts & Accessories | eBay!",https://www.ebay.com.my/itm/191044052977,Vintage MotorCycle Parts Warehouse,"114.28 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fded5bd605.09688852.png
16750044,"6117358283087301870",NOS OEM Kawasaki Oil Filter Assy 2007-13 KAF950 16097-1069,"NOS OEM Kawasaki Oil Filter Assy 2007-13 KAF950 16097-1069 | eBay Motors, Parts & Accessories, Motorcycle & Scooter Parts & Accessories | eBay!",https://www.ebay.com.my/itm/193858737872,Abeco and Sons Vintage Motorcycles,"68.34 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fdef323592.55902747.png
16750045,"5647513642354224210",NOS OEM Kawasaki Oil Filter 1999-06 VN1500 Vulcan KVF300 16097-1072,"NOS OEM Kawasaki Oil Filter 1999-06 VN1500 Vulcan KVF300 16097-1072 | eBay Motors, Parts & Accessories, Motorcycle & Scooter Parts & Accessories | eBay!",https://www.ebay.com.my/itm/196560941162,Abeco and Sons Vintage Motorcycles,"64.74 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fdf245f0f7.57551875.png
16750046,"1630809717959226817",NOS Kawasaki Oil Filter 03-06 KLX125 52010-S002,"NOS Kawasaki Oil Filter 03-06 KLX125 52010-S002 | eBay Motors, Parts & Accessories, Motorcycle & Scooter Parts & Accessories | eBay!",https://www.ebay.com.my/itm/196408302554,Vintage MotorCycle Parts Warehouse,"46.49 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fdf4961700.87621214.png
16750047,"1818271854667728004",NOS OEM Kawasaki Oil Filter 2007-13 KAF950-A1 16097-1069,"NOS OEM Kawasaki Oil Filter 2007-13 KAF950-A1 16097-1069 | eBay Motors, Parts & Accessories, Motorcycle & Scooter Parts & Accessories | eBay!",https://www.ebay.com.my/itm/193870385429,Abeco and Sons Vintage Motorcycles,"68.34 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fdf6e40a70.34065779.png
16750049,"7058945012864147744",NOS Kawasaki Oil Filter 2003 - 2006 KLX400 KSF400 52010-S004,"NOS Kawasaki Oil Filter 2003 - 2006 KLX400 KSF400 52010-S004 | eBay Motors, Parts & Accessories, Motorcycle & Scooter Parts & Accessories | eBay!",https://www.ebay.com.my/itm/361217598710,Vintage MotorCycle Parts Warehouse,"55.0 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fdfa294491.54402982.png
16750052,"2873476356298249006",OEM Kawasaki Oil Filter KAF450 Mule1000 KAF540,"OEM Kawasaki Oil Filter KAF450 Mule1000 KAF540 | eBay Motors, Parts & Accessories, ATV, Side-by-Side & UTV Parts & Accessories | eBay!",https://www.ebay.com.my/itm/370435434442,Johnny's Vintage Motorcycle,"46.58 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fdfcd7feb1.93141433.png
16750071,"1222986629748916139",KAWASAKI OIL FILTER -7890- 16099-002 KZ1000 Z1000 Z750 Z900,"KAWASAKI OIL FILTER -7890- 16099-002 KZ1000 Z1000 Z750 Z900 | Auto's en motoren: onderdelen en accessoires, Motor: reserveonderdelen, Motors & Onderdelen | eBay!",https://www.ebay.com.my/itm/154201276201,Motorsloop BG,"53.87 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fdfee73c50.52544665.png
16750076,"1325968248471745594",KAWASAKI OIL FILTER -7889- 16099-004 KEF300 BJ250 KLR KLX,"KAWASAKI OIL FILTER -7889- 16099-004 KEF300 BJ250 KLR KLX | Auto's en motoren: onderdelen en accessoires, Motor: reserveonderdelen, Motors & Onderdelen | eBay!",https://www.ebay.com.my/itm/203186321230,Motorsloop BG,"59.42 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fe026dbf22.69484316.png
16750082,"1149436574694312847",Kawasaki Oil Filter - 16097-0008,"Kawasaki Oil Filter - 16097-0008 | Lots More..., Other | eBay!",https://www.ebay.com.my/itm/115730520225,Australian Jet Ski Parts,"67.69 MYR",https://scrapeengine.iptwins.guru/api/image?file=production/first_image_6895fe05522bf1.12338021.png
